NAME,YEAR,LSAD,CENSUS2010POP,ESTIMATESBASE2010,POPESTIMATE,NPOPCHG,BIRTHS,DEATHS,NATURALINC,INTERNATIONALMIG,DOMESTICMIG,NETMIG,RESIDUAL
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Metropolitan Statistical Area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Houma-Thibodaux LA 2011,2011,Metropolitan Statistical Area,,,208626,405,2843,1757,1086,257,-881,-624,-57
Houston-The Woodlands-Sugar Land TX 2011,2011,Metropolitan Statistical Area,,,6060721,111645,92015,32862,59153,30627,22479,53106,-614
Huntington-Ashland WV-KY-OH 2011,2011,Metropolitan Statistical Area,,,364937,-233,4087,4219,-132,139,-232,-93,-8
Huntsville AL 2011,2011,Metropolitan Statistical Area,,,425248,5830,5265,3403,1862,606,3302,3908,60
Idaho Falls ID 2011,2011,Metropolitan Statistical Area,,,134922,1131,2539,870,1669,51,-581,-530,-8
Indianapolis-Carmel-Anderson IN 2011,2011,Metropolitan Statistical Area,,,1910206,17698,26912,14974,11938,4007,1555,5562,198
Iowa City IA 2011,2011,Metropolitan Statistical Area,,,155560,2597,2040,845,1195,839,541,1380,22
Ithaca NY 2011,2011,Metropolitan Statistical Area,,,102066,340,843,693,150,990,-821,169,21
Jackson MI 2011,2011,Metropolitan Statistical Area,,,159678,-471,1831,1502,329,104,-868,-764,-36
Jackson MS 2011,2011,Metropolitan Statistical Area,,,574402,5497,7876,4847,3029,499,1751,2250,218
Jackson TN 2011,2011,Metropolitan Statistical Area,,,129803,-240,1572,1258,314,76,-609,-533,-21
Jacksonville FL 2011,2011,Metropolitan Statistical Area,,,1361833,12696,17667,10972,6695,3182,2794,5976,25
Jacksonville NC 2011,2011,Metropolitan Statistical Area,,,177895,-1668,4433,865,3568,428,-5791,-5363,127
Janesville-Beloit WI 2011,2011,Metropolitan Statistical Area,,,160001,-229,1958,1397,561,40,-860,-820,30
Jefferson City MO 2011,2011,Metropolitan Statistical Area,,,150377,427,1788,1237,551,141,-227,-86,-38
Johnson City TN 2011,2011,Metropolitan Statistical Area,,,199794,818,2067,2123,-56,101,811,912,-38
Johnstown PA 2011,2011,Metropolitan Statistical Area,,,142566,-878,1374,1877,-503,55,-354,-299,-76
Jonesboro AR 2011,2011,Metropolitan Statistical Area,,,122840,1570,1677,1192,485,119,939,1058,27
Joplin MO 2011,2011,Metropolitan Statistical Area,,,176680,758,2500,1795,705,155,-325,-170,223
Kahului-Wailuku-Lahaina HI 2011,2011,Metropolitan Statistical Area,,,156854,1782,2032,1034,998,643,217,860,-76
Kalamazoo-Portage MI 2011,2011,Metropolitan Statistical Area,,,328432,1512,4013,2787,1226,548,-154,394,-108
Kankakee IL 2011,2011,Metropolitan Statistical Area,,,113453,-9,1340,1011,329,82,-378,-296,-42
Kansas City MO-KS 2011,2011,Metropolitan Statistical Area,,,2025003,11352,27719,15915,11804,3201,-3445,-244,-208
Kennewick-Richland WA 2011,2011,Metropolitan Statistical Area,,,263639,8061,4236,1638,2598,320,4973,5293,170
Killeen-Temple TX 2011,2011,Metropolitan Statistical Area,,,412715,4498,7949,2484,5465,929,-1918,-989,22
Kingsport-Bristol-Bristol TN-VA 2011,2011,Metropolitan Statistical Area,,,309107,-477,2942,3718,-776,50,305,355,-56
Kingston NY 2011,2011,Metropolitan Statistical Area,,,182613,239,1738,1579,159,325,-270,55,25
Knoxville TN 2011,2011,Metropolitan Statistical Area,,,842785,4098,9197,8480,717,708,2885,3593,-212
Kokomo IN 2011,2011,Metropolitan Statistical Area,,,82888,122,998,866,132,77,-121,-44,34
La Crosse-Onalaska WI-MN 2011,2011,Metropolitan Statistical Area,,,134238,382,1463,1161,302,142,-68,74,6
Lafayette LA 2011,2011,Metropolitan Statistical Area,,,470677,3027,6489,3996,2493,752,-117,635,-101
Lafayette-West Lafayette IN 2011,2011,Metropolitan Statistical Area,,,204434,2379,2434,1356,1078,1263,76,1339,-38
Lake Charles LA 2011,2011,Metropolitan Statistical Area,,,200592,523,2688,1899,789,218,-397,-179,-87
Lake Havasu City-Kingman AZ 2011,2011,Metropolitan Statistical Area,,,202642,2262,2012,2370,-358,-7,2573,2566,54
Lakeland-Winter Haven FL 2011,2011,Metropolitan Statistical Area,,,609696,6337,7173,5963,1210,2692,2767,5459,-332
Lancaster PA 2011,2011,Metropolitan Statistical Area,,,523670,3353,6974,4490,2484,1161,-206,955,-86
Lansing-East Lansing MI 2011,2011,Metropolitan Statistical Area,,,465980,1822,5278,3537,1741,1907,-1951,-44,125
Laredo TX 2011,2011,Metropolitan Statistical Area,,,255618,4310,5496,1170,4326,798,-721,77,-93
Las Cruces NM 2011,2011,Metropolitan Statistical Area,,,212890,2653,3307,1453,1854,91,779,870,-71
Las Vegas-Henderson-Paradise NV 2011,2011,Metropolitan Statistical Area,,,1967159,13896,26875,13614,13261,6546,-5499,1047,-412
Lawrence KS 2011,2011,Metropolitan Statistical Area,,,112491,1195,1233,608,625,562,16,578,-8
Lawton OK 2011,2011,Metropolitan Statistical Area,,,132267,642,2251,1017,1234,307,-885,-578,-14
Lebanon PA 2011,2011,Metropolitan Statistical Area,,,134544,816,1704,1420,284,394,162,556,-24
Lewiston ID-WA 2011,2011,Metropolitan Statistical Area,,,61342,324,700,707,-7,29,321,350,-19
Lewiston-Auburn ME 2011,2011,Metropolitan Statistical Area,,,107353,-308,1340,1019,321,104,-696,-592,-37
Lexington-Fayette KY 2011,2011,Metropolitan Statistical Area,,,478459,5057,6161,3522,2639,1178,1265,2443,-25
Lima OH 2011,2011,Metropolitan Statistical Area,,,105907,-457,1321,1078,243,59,-753,-694,-6
Lincoln NE 2011,2011,Metropolitan Statistical Area,,,306673,3751,4277,2185,2092,801,865,1666,-7
Little Rock-North Little Rock-Conway AR 2011,2011,Metropolitan Statistical Area,,,710759,8454,9979,6005,3974,787,3556,4343,137
Logan UT-ID 2011,2011,Metropolitan Statistical Area,,,127648,1572,2727,589,2138,301,-876,-575,9
Longview TX 2011,2011,Metropolitan Statistical Area,,,215968,1236,3098,2302,796,283,166,449,-9
Longview WA 2011,2011,Metropolitan Statistical Area,,,102329,-63,1251,940,311,13,-388,-375,1
Los Angeles-Long Beach-Anaheim CA 2011,2011,Metropolitan Statistical Area,,,12954525,109214,170889,75905,94984,62007,-43330,18677,-4447
Anaheim-Santa Ana-Irvine CA 2011,2011,Metropolitan Division,,,3056311,38231,38239,17674,20565,12302,6040,18342,-676
Los Angeles-Long Beach-Glendale CA 2011,2011,Metropolitan Division,,,9898214,70983,132650,58231,74419,49705,-49370,335,-3771
Louisville/Jefferson County KY-IN 2011,2011,Metropolitan Statistical Area,,,1244938,7160,15741,11400,4341,2097,1055,3152,-333
Lubbock TX 2011,2011,Metropolitan Statistical Area,,,295366,3214,4115,2341,1774,415,1032,1447,-7
Lynchburg VA 2011,2011,Metropolitan Statistical Area,,,254086,1062,2732,2533,199,361,417,778,85
Macon GA 2011,2011,Metropolitan Statistical Area,,,232851,544,3131,2297,834,169,-594,-425,135
Madera CA 2011,2011,Metropolitan Statistical Area,,,152148,994,2442,1008,1434,213,-587,-374,-66
Madison WI 2011,2011,Metropolitan Statistical Area,,,613773,7364,7292,4059,3233,1502,2302,3804,327
Manchester-Nashua NH 2011,2011,Metropolitan Statistical Area,,,401716,734,4546,2943,1603,902,-1661,-759,-110
Manhattan KS 2011,2011,Metropolitan Statistical Area,,,95424,2080,1482,474,1008,528,542,1070,2
Mankato-North Mankato MN 2011,2011,Metropolitan Statistical Area,,,97276,467,1173,662,511,100,-135,-35,-9
Mansfield OH 2011,2011,Metropolitan Statistical Area,,,123070,-1105,1417,1352,65,19,-1161,-1142,-28
McAllen-Edinburg-Mission TX 2011,2011,Metropolitan Statistical Area,,,795303,16109,16375,3572,12803,2094,1277,3371,-65
Medford OR 2011,2011,Metropolitan Statistical Area,,,204754,1333,2411,2188,223,64,996,1060,50
Memphis TN-MS-AR 2011,2011,Metropolitan Statistical Area,,,1332790,6210,18865,10863,8002,1609,-3324,-1715,-77
Merced CA 2011,2011,Metropolitan Statistical Area,,,259698,2967,4302,1461,2841,509,-341,168,-42
Miami-Fort Lauderdale-West Palm Beach FL 2011,2011,Metropolitan Statistical Area,,,5706892,120386,66101,45911,20190,62675,38210,100885,-689
Fort Lauderdale-Pompano Beach-Deerfield Beach FL 2011,2011,Metropolitan Division,,,1788367,34791,21124,14466,6658,15541,12996,28537,-404
Miami-Miami Beach-Kendall FL 2011,2011,Metropolitan Division,,,2579916,71227,31318,18397,12921,39202,18909,58111,195
West Palm Beach-Boca Raton-Delray Beach FL 2011,2011,Metropolitan Division,,,1338609,14368,13659,13048,611,7932,6305,14237,-480
Michigan City-La Porte IN 2011,2011,Metropolitan Statistical Area,,,111187,-234,1327,1139,188,13,-416,-403,-19
Midland MI 2011,2011,Metropolitan Statistical Area,,,83765,101,862,696,166,125,-150,-25,-40
Midland TX 2011,2011,Metropolitan Statistical Area,,,144996,3198,2333,1064,1269,109,1732,1841,88
Milwaukee-Waukesha-West Allis WI 2011,2011,Metropolitan Statistical Area,,,1561141,4606,20122,13059,7063,2266,-4329,-2063,-394
Minneapolis-St. Paul-Bloomington MN-WI 2011,2011,Metropolitan Statistical Area,,,3389149,34044,44909,21336,23573,10365,294,10659,-188
Missoula MT 2011,2011,Metropolitan Statistical Area,,,110121,696,1200,802,398,99,226,325,-27
Mobile AL 2011,2011,Metropolitan Statistical Area,,,413154,-278,5607,4138,1469,611,-2157,-1546,-201
Modesto CA 2011,2011,Metropolitan Statistical Area,,,518270,2987,7786,3675,4111,1235,-2314,-1079,-45
Monroe LA 2011,2011,Metropolitan Statistical Area,,,177390,605,2599,1752,847,171,-333,-162,-80
Monroe MI 2011,2011,Metropolitan Statistical Area,,,151499,-412,1593,1286,307,65,-806,-741,22
Montgomery AL 2011,2011,Metropolitan Statistical Area,,,377960,2752,4898,3279,1619,431,681,1112,21
Morgantown WV 2011,2011,Metropolitan Statistical Area,,,132314,1986,1427,1009,418,324,1241,1565,3
Morristown TN 2011,2011,Metropolitan Statistical Area,,,114800,583,1320,1243,77,83,410,493,13
Mount Vernon-Anacortes WA 2011,2011,Metropolitan Statistical Area,,,117740,773,1482,1085,397,121,234,355,21
Muncie IN 2011,2011,Metropolitan Statistical Area,,,117797,125,1265,1166,99,120,-18,102,-76
Muskegon MI 2011,2011,Metropolitan Statistical Area,,,169986,-1930,2134,1633,501,77,-2489,-2412,-19
Myrtle Beach-Conway-North Myrtle Beach SC-NC 2011,2011,Metropolitan Statistical Area,,,385705,7061,4144,3722,422,418,5826,6244,395
Napa CA 2011,2011,Metropolitan Statistical Area,,,138056,1227,1503,1158,345,488,409,897,-15
Naples-Immokalee-Marco Island FL 2011,2011,Metropolitan Statistical Area,,,327903,5193,3284,2854,430,2135,2181,4316,447
Nashville-Davidson--Murfreesboro--Franklin TN 2011,2011,Metropolitan Statistical Area,,,1698288,22375,22373,12882,9491,3676,8779,12455,429
New Bern NC 2011,2011,Metropolitan Statistical Area,,,128241,1136,1959,1316,643,219,131,350,143
New Haven-Milford CT 2011,2011,Metropolitan Statistical Area,,,864049,682,9265,7569,1696,3567,-4379,-812,-202
New Orleans-Metairie LA 2011,2011,Metropolitan Statistical Area,,,1214235,18441,15643,10148,5495,3038,9339,12377,569
New York-Newark-Jersey City NY-NJ-PA 2011,2011,Metropolitan Statistical Area,,,19756128,156594,255387,140460,114927,141150,-99000,42150,-483
Dutchess County-Putnam County NY 2011,2011,Metropolitan Division,,,398196,734,3662,2956,706,1046,-863,183,-155
Nassau County-Suffolk County NY 2011,2011,Metropolitan Division,,,2847637,11393,30767,22474,8293,9148,-5113,4035,-935
Newark NJ-PA 2011,2011,Metropolitan Division,,,2483320,10581,28679,18097,10582,13963,-14753,-790,789
New York-Jersey City-White Plains NY-NJ 2011,2011,Metropolitan Division,,,14026975,133886,192279,96933,95346,116993,-78271,38722,-182
Niles-Benton Harbor MI 2011,2011,Metropolitan Statistical Area,,,156544,-259,1944,1613,331,303,-952,-649,59
North Port-Sarasota-Bradenton FL 2011,2011,Metropolitan Statistical Area,,,708971,5509,6155,8393,-2238,1832,5800,7632,115
Norwich-New London CT 2011,2011,Metropolitan Statistical Area,,,274056,-46,2764,2229,535,1010,-1448,-438,-143
Ocala FL 2011,2011,Metropolitan Statistical Area,,,332507,980,3357,4351,-994,631,1395,2026,-52
Ocean City NJ 2011,2011,Metropolitan Statistical Area,,,96562,-716,892,1266,-374,170,-431,-261,-81
Odessa TX 2011,2011,Metropolitan Statistical Area,,,139690,2592,2409,1236,1173,46,1401,1447,-28
Ogden-Clearfield UT 2011,2011,Metropolitan Statistical Area,,,605878,6309,10804,3340,7464,555,-1717,-1162,7
Oklahoma City OK 2011,2011,Metropolitan Statistical Area,,,1276858,18970,18900,11237,7663,2393,8328,10721,586
Olympia-Tumwater WA 2011,2011,Metropolitan Statistical Area,,,256481,3435,3004,1907,1097,463,1869,2332,6
Omaha-Council Bluffs NE-IA 2011,2011,Metropolitan Statistical Area,,,876979,8866,13051,6281,6770,1618,739,2357,-261
Orlando-Kissimmee-Sanford FL 2011,2011,Metropolitan Statistical Area,,,2176088,36402,26290,14757,11533,15333,9435,24768,101
Oshkosh-Neenah WI 2011,2011,Metropolitan Statistical Area,,,167558,554,1878,1446,432,74,50,124,-2
Owensboro KY 2011,2011,Metropolitan Statistical Area,,,115361,570,1526,1159,367,38,183,221,-18
Oxnard-Thousand Oaks-Ventura CA 2011,2011,Metropolitan Statistical Area,,,830973,5620,11005,5085,5920,1657,-1752,-95,-205
Palm Bay-Melbourne-Titusville FL 2011,2011,Metropolitan Statistical Area,,,544431,402,5044,6189,-1145,1105,457,1562,-15
Panama City FL 2011,2011,Metropolitan Statistical Area,,,185370,259,2240,1761,479,199,-417,-218,-2
Parkersburg-Vienna WV 2011,2011,Metropolitan Statistical Area,,,92587,-128,1049,1109,-60,13,-59,-46,-22
Pensacola-Ferry Pass-Brent FL 2011,2011,Metropolitan Statistical Area,,,455339,4359,5611,4247,1364,598,2459,3057,-62
Peoria IL 2011,2011,Metropolitan Statistical Area,,,379677,723,4866,3761,1105,368,-620,-252,-130
Philadelphia-Camden-Wilmington PA-NJ-DE-MD 2011,2011,Metropolitan Statistical Area,,,5997083,25807,74023,52654,21369,18105,-12521,5584,-1146
Camden NJ 2011,2011,Metropolitan Division,,,1253155,1749,14390,10554,3836,2685,-4538,-1853,-234
Montgomery County-Bucks County-Chester County PA 2011,2011,Metropolitan Division,,,1935482,9207,20719,16304,4415,4079,959,5038,-246
Philadelphia PA 2011,2011,Metropolitan Division,,,2098441,10871,30160,19871,10289,9641,-8691,950,-368
Wilmington DE-MD-NJ 2011,2011,Metropolitan Division,,,710005,3980,8754,5925,2829,1700,-251,1449,-298
Phoenix-Mesa-Scottsdale AZ 2011,2011,Metropolitan Statistical Area,,,4254149,44802,58288,28304,29984,9639,3950,13589,1229
Pine Bluff AR 2011,2011,Metropolitan Statistical Area,,,99001,-1075,1191,989,202,6,-1304,-1298,21
Pittsburgh PA 2011,2011,Metropolitan Statistical Area,,,2359680,3002,23632,27196,-3564,2851,4952,7803,-1237
Pittsfield MA 2011,2011,Metropolitan Statistical Area,,,130575,-735,1185,1429,-244,185,-605,-420,-71
Pocatello ID 2011,2011,Metropolitan Statistical Area,,,83562,562,1423,658,765,73,-231,-158,-45
Portland-South Portland ME 2011,2011,Metropolitan Statistical Area,,,515995,2188,4863,4576,287,700,1280,1980,-79
Portland-Vancouver-Hillsboro OR-WA 2011,2011,Metropolitan Statistical Area,,,2260178,28099,27756,15678,12078,4896,10539,15435,586
Port St. Lucie FL 2011,2011,Metropolitan Statistical Area,,,428374,3128,4287,4381,-94,1001,1918,2919,303
Prescott AZ 2011,2011,Metropolitan Statistical Area,,,211185,668,1845,2612,-767,151,1122,1273,162
Providence-Warwick RI-MA 2011,2011,Metropolitan Statistical Area,,,1601145,-1009,16829,14867,1962,4768,-7423,-2655,-316
Provo-Orem UT 2011,2011,Metropolitan Statistical Area,,,540396,10566,12316,2075,10241,793,-462,331,-6
Pueblo CO 2011,2011,Metropolitan Statistical Area,,,160213,677,1864,1650,214,58,495,553,-90
Punta Gorda FL 2011,2011,Metropolitan Statistical Area,,,159613,-314,997,2273,-1276,247,872,1119,-157
Racine WI 2011,2011,Metropolitan Statistical Area,,,194979,-467,2497,1642,855,144,-1424,-1280,-42
Raleigh NC 2011,2011,Metropolitan Statistical Area,,,1163203,25857,15482,6089,9393,3817,12247,16064,400
Rapid City SD 2011,2011,Metropolitan Statistical Area,,,136354,1302,1903,1067,836,53,416,469,-3
Reading PA 2011,2011,Metropolitan Statistical Area,,,412580,675,4868,3662,1206,1200,-1508,-308,-223
Redding CA 2011,2011,Metropolitan Statistical Area,,,177950,664,2107,2077,30,197,321,518,116
Reno NV 2011,2011,Metropolitan Statistical Area,,,428858,2826,5389,3414,1975,697,86,783,68
Richmond VA 2011,2011,Metropolitan Statistical Area,,,1219592,9529,14609,9634,4975,3271,1103,4374,180
Riverside-San Bernardino-Ontario CA 2011,2011,Metropolitan Statistical Area,,,4302359,58117,62436,26668,35768,7815,14339,22154,195
Roanoke VA 2011,2011,Metropolitan Statistical Area,,,309390,609,3302,3373,-71,661,-146,515,165
Rochester MN 2011,2011,Metropolitan Statistical Area,,,208556,1416,2961,1507,1454,600,-748,-148,110
Rochester NY 2011,2011,Metropolitan Statistical Area,,,1082269,2187,11962,9538,2424,2847,-2809,38,-275
Rockford IL 2011,2011,Metropolitan Statistical Area,,,347890,-1405,4392,3105,1287,335,-2939,-2604,-88
Rocky Mount NC 2011,2011,Metropolitan Statistical Area,,,151845,-639,1760,1571,189,50,-868,-818,-10
Rome GA 2011,2011,Metropolitan Statistical Area,,,96182,-211,1303,979,324,101,-586,-485,-50
Sacramento--Roseville--Arden-Arcade CA 2011,2011,Metropolitan Statistical Area,,,2175727,21345,28102,15553,12549,6605,1918,8523,273
Saginaw MI 2011,2011,Metropolitan Statistical Area,,,198815,-1067,2229,1993,236,155,-1371,-1216,-87
St. Cloud MN 2011,2011,Metropolitan Statistical Area,,,190072,884,2529,1232,1297,222,-656,-434,21
St. George UT 2011,2011,Metropolitan Statistical Area,,,141502,3096,2388,1058,1330,62,1464,1526,240
St. Joseph MO-KS 2011,2011,Metropolitan Statistical Area,,,127747,469,1596,1314,282,152,-40,112,75
St. Louis MO-IL 2011,2011,Metropolitan Statistical Area,,,2793725,3839,34843,24822,10021,3862,-9574,-5712,-470
Salem OR 2011,2011,Metropolitan Statistical Area,,,393863,2376,5331,3145,2186,430,-128,302,-112
Salinas CA 2011,2011,Metropolitan Statistical Area,,,421393,5029,6863,2309,4554,926,-253,673,-198
Salisbury MD-DE 2011,2011,Metropolitan Statistical Area,,,378111,3349,4200,3871,329,926,2004,2930,90
Salt Lake City UT 2011,2011,Metropolitan Statistical Area,,,1107634,16202,19003,5994,13009,2914,611,3525,-332
San Angelo TX 2011,2011,Metropolitan Statistical Area,,,113429,1146,1526,1006,520,123,528,651,-25
San Antonio-New Braunfels TX 2011,2011,Metropolitan Statistical Area,,,2194231,40976,31264,14810,16454,4281,19848,24129,393
San Diego-Carlsbad CA 2011,2011,Metropolitan Statistical Area,,,3141768,37225,44696,19685,25011,11968,1089,13057,-843
San Francisco-Oakland-Hayward CA 2011,2011,Metropolitan Statistical Area,,,4400182,55003,51980,28486,23494,26170,6861,33031,-1522
Oakland-Hayward-Berkeley CA 2011,2011,Metropolitan Division,,,2599105,32586,31554,16331,15223,14046,4378,18424,-1061
San Francisco-Redwood City-South San Francisco CA 2011,2011,Metropolitan Division,,,1545664,19888,18042,10323,7719,11272,1186,12458,-289
San Rafael CA 2011,2011,Metropolitan Division,,,255413,2529,2384,1832,552,852,1297,2149,-172
San Jose-Sunnyvale-Santa Clara CA 2011,2011,Metropolitan Statistical Area,,,1870279,27817,24781,9426,15355,15913,-2476,13437,-975
San Luis Obispo-Paso Robles-Arroyo Grande CA 2011,2011,Metropolitan Statistical Area,,,271165,1305,2642,2250,392,203,784,987,-74
Santa Cruz-Watsonville CA 2011,2011,Metropolitan Statistical Area,,,264923,1710,3244,1707,1537,395,-135,260,-87
Santa Fe NM 2011,2011,Metropolitan Statistical Area,,,145447,944,1475,1026,449,397,152,549,-54
Santa Maria-Santa Barbara CA 2011,2011,Metropolitan Statistical Area,,,425974,1643,5748,2873,2875,1257,-2307,-1050,-182
Santa Rosa CA 2011,2011,Metropolitan Statistical Area,,,487722,3056,5308,3867,1441,651,975,1626,-11
Savannah GA 2011,2011,Metropolitan Statistical Area,,,355913,7070,4903,2816,2087,731,4240,4971,12
Scranton--Wilkes-Barre--Hazleton PA 2011,2011,Metropolitan Statistical Area,,,563913,258,5615,6992,-1377,1076,748,1824,-189
Seattle-Tacoma-Bellevue WA 2011,2011,Metropolitan Statistical Area,,,3498020,49786,44302,22646,21656,16357,12020,28377,-247
Seattle-Bellevue-Everett WA 2011,2011,Metropolitan Division,,,2694534,41748,33453,16869,16584,14794,10473,25267,-103
Tacoma-Lakewood WA 2011,2011,Metropolitan Division,,,803486,8038,10849,5777,5072,1563,1547,3110,-144
Sebastian-Vero Beach FL 2011,2011,Metropolitan Statistical Area,,,138973,738,1320,1740,-420,229,805,1034,124
Sebring FL 2011,2011,Metropolitan Statistical Area,,,98360,-343,915,1393,-478,221,-15,206,-71
Sheboygan WI 2011,2011,Metropolitan Statistical Area,,,115312,-106,1325,1022,303,92,-560,-468,59
Sherman-Denison TX 2011,2011,Metropolitan Statistical Area,,,121283,197,1554,1355,199,135,-54,81,-83
Shreveport-Bossier City LA 2011,2011,Metropolitan Statistical Area,,,445021,3860,6482,4347,2135,316,1551,1867,-142
Sierra Vista-Douglas AZ 2011,2011,Metropolitan Statistical Area,,,133058,1190,1773,1216,557,240,444,684,-51
Sioux City IA-NE-SD 2011,2011,Metropolitan Statistical Area,,,168940,147,2410,1520,890,275,-974,-699,-44
Sioux Falls SD 2011,2011,Metropolitan Statistical Area,,,232650,3551,3683,1692,1991,688,816,1504,56
South Bend-Mishawaka IN-MI 2011,2011,Metropolitan Statistical Area,,,319222,241,4012,3016,996,471,-1276,-805,50
Spartanburg SC 2011,2011,Metropolitan Statistical Area,,,314747,1071,3989,3106,883,185,107,292,-104
Spokane-Spokane Valley WA 2011,2011,Metropolitan Statistical Area,,,529837,1344,6427,4681,1746,622,-984,-362,-40
Springfield IL 2011,2011,Metropolitan Statistical Area,,,211634,1108,2544,1914,630,167,422,589,-111
Springfield MA 2011,2011,Metropolitan Statistical Area,,,626075,2649,6660,5436,1224,3351,-1673,1678,-253
Springfield MO 2011,2011,Metropolitan Statistical Area,,,440365,2921,5687,3871,1816,280,776,1056,49
Springfield OH 2011,2011,Metropolitan Statistical Area,,,137738,-489,1625,1596,29,59,-544,-485,-33
State College PA 2011,2011,Metropolitan Statistical Area,,,154847,665,1236,940,296,792,-352,440,-71
Staunton-Waynesboro VA 2011,2011,Metropolitan Statistical Area,,,118904,526,1226,1171,55,46,213,259,212
Stockton-Lodi CA 2011,2011,Metropolitan Statistical Area,,,695479,7966,10549,4754,5795,1661,545,2206,-35
Sumter SC 2011,2011,Metropolitan Statistical Area,,,107350,-231,1513,1054,459,92,-774,-682,-8
Syracuse NY 2011,2011,Metropolitan Statistical Area,,,662609,-367,7319,5850,1469,1588,-3212,-1624,-212
Tallahassee FL 2011,2011,Metropolitan Statistical Area,,,371156,1681,4113,2502,1611,767,-619,148,-78
Tampa-St. Petersburg-Clearwater FL 2011,2011,Metropolitan Statistical Area,,,2829104,39770,31331,28533,2798,10512,26828,37340,-368
Terre Haute IN 2011,2011,Metropolitan Statistical Area,,,172581,267,2058,1907,151,180,-19,161,-45
Texarkana TX-AR 2011,2011,Metropolitan Statistical Area,,,149561,246,1977,1594,383,41,-99,-58,-79
The Villages FL 2011,2011,Metropolitan Statistical Area,,,98598,4311,441,1209,-768,60,3769,3829,1250
Toledo OH 2011,2011,Metropolitan Statistical Area,,,609596,-605,7397,5625,1772,662,-3071,-2409,32
Topeka KS 2011,2011,Metropolitan Statistical Area,,,234671,462,3115,2224,891,130,-478,-348,-81
Trenton NJ 2011,2011,Metropolitan Statistical Area,,,367941,-102,4388,2939,1449,2405,-4033,-1628,77
Tucson AZ 2011,2011,Metropolitan Statistical Area,,,988125,6190,12078,8624,3454,1969,802,2771,-35
Tulsa OK 2011,2011,Metropolitan Statistical Area,,,945927,6069,13419,8970,4449,1108,438,1546,74
Tuscaloosa AL 2011,2011,Metropolitan Statistical Area,,,231400,911,2811,2194,617,245,77,322,-28
Tyler TX 2011,2011,Metropolitan Statistical Area,,,212765,2310,2984,1935,1049,257,1027,1284,-23
Urban Honolulu HI 2011,2011,Metropolitan Statistical Area,,,966559,10223,13782,7058,6724,5137,-1157,3980,-481
Utica-Rome NY 2011,2011,Metropolitan Statistical Area,,,298846,-455,3275,3159,116,679,-1240,-561,-10
Valdosta GA 2011,2011,Metropolitan Statistical Area,,,142414,2310,2163,1119,1044,110,1121,1231,35
Vallejo-Fairfield CA 2011,2011,Metropolitan Statistical Area,,,416945,2844,5174,2870,2304,1306,-703,603,-63
Victoria TX 2011,2011,Metropolitan Statistical Area,,,94650,580,1324,781,543,85,-5,80,-43
Vineland-Bridgeton NJ 2011,2011,Metropolitan Statistical Area,,,157607,407,2246,1435,811,486,-815,-329,-75
Virginia Beach-Norfolk-Newport News VA-NC 2011,2011,Metropolitan Statistical Area,,,1686982,6872,22678,12758,9920,3288,-5995,-2707,-341
Visalia-Porterville CA 2011,2011,Metropolitan Statistical Area,,,447824,4532,8151,2819,5332,398,-1052,-654,-146
Waco TX 2011,2011,Metropolitan Statistical Area,,,255729,1892,3600,2153,1447,276,279,555,-110
Walla Walla WA 2011,2011,Metropolitan Statistical Area,,,63545,516,726,578,148,66,299,365,3
Warner Robins GA 2011,2011,Metropolitan Statistical Area,,,183589,3177,2494,1368,1126,232,1615,1847,204
Washington-Arlington-Alexandria DC-VA-MD-WV 2011,2011,Metropolitan Statistical Area,,,5777721,111790,80329,31327,49002,39307,22678,61985,803
Silver Spring-Frederick-Rockville MD 2011,2011,Metropolitan Division,,,1230076,19970,16043,7178,8865,10109,1321,11430,-325
Washington-Arlington-Alexandria DC-VA-MD-WV 2011,2011,Metropolitan Division,,,4547645,91820,64286,24149,40137,29198,21357,50555,1128
Waterloo-Cedar Falls IA 2011,2011,Metropolitan Statistical Area,,,168250,362,2029,1476,553,174,-268,-94,-97
Watertown-Fort Drum NY 2011,2011,Metropolitan Statistical Area,,,118273,1678,2138,887,1251,242,80,322,105
Wausau WI 2011,2011,Metropolitan Statistical Area,,,134531,466,1657,1148,509,110,-221,-111,68
Weirton-Steubenville WV-OH 2011,2011,Metropolitan Statistical Area,,,123324,-942,1097,1748,-651,3,-300,-297,6
Wenatchee WA 2011,2011,Metropolitan Statistical Area,,,112091,830,1484,951,533,90,180,270,27
